YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_PAR_TOT
2018,4,23,7.67,10.68,7.69,0.91,0.76,1.45,0.3,17.15,136.27
2018,4,24,6.14,5.58,7.69,2.54,0.61,1.64,0.33,14.92,112.93
2018,4,25,2.12,0.83,7.14,1.58,0.21,0.8,0.16,6.79,45.02
2018,4,26,7.18,8.22,7.54,1.97,0.7,1.57,0.31,16.51,129.7
2018,4,27,1.53,0.8,6.62,1.1,0.15,0.41,0.08,4.62,31.95
2018,4,28,6.4,5.89,7.28,2.34,0.62,1.46,0.29,15.09,117.38
2018,4,29,5.44,4.82,7.44,1.98,0.52,1.28,0.26,13.13,99.4
2018,4,30,4.65,2.3,7.49,3.14,0.45,1.09,0.2,11.93,88.08
2018,5,1,7.58,9.29,7.61,1.26,0.73,1.55,0.31,17.08,135.73
2018,5,2,7.65,9.19,7.82,1.58,0.73,1.71,0.34,17.41,137.49
2018,5,3,6.85,6.83,7.05,2.19,0.65,1.62,0.33,16.04,128.54
2018,5,4,4.11,1.97,6.78,2.77,0.39,1.24,0.25,10.74,80.52
2018,5,5,4.92,2.12,7.68,3.35,0.46,1.59,0.32,12.75,93.73
2018,5,6,1.83,0.73,6.93,1.35,0.17,0.62,0.12,5.55,38.56
2018,5,7,6.23,4.73,7.42,3.1,0.58,1.57,0.31,15.04,117.39
2018,5,8,7.7,9.6,7.8,1.3,0.72,1.57,0.32,17.79,141.24
2018,5,9,6.85,6.03,7.89,2.71,0.63,-999,0.31,16.57,127.89
2018,5,10,4.84,2.88,7.5,3.03,0.45,1.15,0.22,12.34,93.3
2018,5,11,7.37,7.84,7.9,2.34,0.68,1.91,0.38,17.66,137.4
2018,5,12,3.03,1.33,6.94,2.11,0.28,0.99,0.2,8.58,61.63
2018,5,13,1.7,0.67,7.09,1.25,0.16,0.63,0.12,5.48,36.79
2018,5,14,5.49,3.67,7.59,3.12,0.5,1.61,0.32,14.17,106.96
2018,5,15,6.73,5.95,7.14,2.21,0.61,1.83,0.37,15.98,126.8
2018,5,16,1.72,0.63,7.21,1.3,0.16,0.64,0.12,5.66,37.81
2018,5,17,2.52,0.84,7.53,1.94,0.23,0.96,0.19,7.95,53.82
2018,5,18,2.66,0.92,7.39,2.03,0.24,0.95,0.19,8.02,55.7
2018,5,19,1.95,0.71,7.51,1.47,0.17,0.84,0.16,6.45,42.85
2018,5,20,5.53,3.57,7.57,2.94,0.49,1.84,0.37,14.4,107.8
2018,5,21,7.85,8.79,8.1,1.66,0.7,2.26,0.45,18.52,144.63
2018,5,22,2.86,1.26,7.77,2.03,0.26,1.05,0.21,8.29,58.33
2018,5,23,6.59,6.6,8,2.13,0.59,2.12,0.41,16.6,126.5
2018,5,24,8.34,10.78,8.34,1,0.74,2.1,0.42,19.68,153.88
2018,5,25,7.74,7.89,7.91,2.33,0.69,1.84,0.37,17.35,139.84
2018,5,26,6.67,5.18,7.47,2.88,0.59,1.83,0.37,16.22,126.76
2018,5,27,1.65,0.6,6.79,1.24,0.15,0.6,0.12,5.21,35.78
2018,5,28,4.17,2.14,7.74,2.55,0.37,1.41,0.28,11.18,82.08
2018,5,29,6.6,5.81,7.99,2.6,0.58,2.03,0.41,16.8,127.8
2018,5,30,5.13,4.12,8.29,2.42,0.45,1.77,0.35,13.81,100.73
2018,5,31,3.5,1.8,7.89,2.35,0.3,1.34,0.27,10.41,72.09
2018,6,1,4.34,2.2,7.3,2.79,0.38,1.38,0.27,11.52,86.31
2018,6,2,6.18,4.33,7.66,2.98,0.54,1.83,0.37,15.89,121.14
2018,6,3,4.67,2.33,8.11,3.07,0.41,1.66,0.34,13.18,93.72
2018,6,4,6.18,5.26,8.14,2.53,0.54,1.97,0.39,15.84,118.9
2018,6,5,6.18,5.61,8.06,2.36,0.54,1.82,0.37,15.13,115.95
2018,6,6,6.74,5.6,8.29,2.53,0.59,1.96,0.39,16.95,127.69
2018,6,7,6.06,4.41,7.84,2.78,0.52,1.7,0.34,14.66,113.41
2018,6,8,6.68,4.03,7.62,3.82,0.58,1.75,0.35,15.4,123.85
2018,6,9,7.08,5.96,7.72,2.65,0.62,1.95,0.39,16.78,132.98
2018,6,10,2.66,0.92,8.01,2,0.23,1.03,0.21,8.31,56.55
2018,6,11,6.24,4.74,8.35,3.03,0.54,1.98,0.4,15.8,118.41
2018,6,12,8.09,9.1,8.55,1.75,0.7,2.02,0.41,18.83,146.78
2018,6,13,3.41,1.19,7.59,2.59,0.3,1.17,0.23,9.97,70.82
2018,6,14,8.36,10.09,8.57,1.45,0.72,2.56,0.51,20.07,155.18
2018,6,15,5.89,4.83,8.35,2.85,0.51,-999,0.36,15.23,113.28
2018,6,16,8.26,9.58,8.39,1.52,0.71,2.17,0.43,19.19,151.52
2018,6,17,8.31,9.94,8.46,1.39,0.72,2.48,0.49,19.93,155.45
2018,6,18,7.26,6.14,7.64,2.62,0.62,2.04,0.41,17.27,137.73
2018,6,19,7.42,7.84,8.21,1.98,0.64,2.54,0.5,19.05,144.38
2018,6,20,6.86,5.21,8.2,2.91,0.59,2.34,0.46,17.65,132.73
2018,6,21,6.3,6.01,8.02,2.02,0.55,2.21,0.44,16.48,123.46
2018,6,22,4.54,1.84,8.18,3.27,0.39,1.66,0.34,12.75,90.55
2018,6,23,2.58,1.15,8.05,1.82,0.23,1.12,0.23,8.3,54.98
2018,6,24,5.15,3.41,7.84,2.68,0.45,1.62,0.33,13.73,101.18
2018,6,25,7.92,8.73,8.16,1.64,0.69,2.32,0.46,19.09,147.8
2018,6,26,8.17,9.26,8.34,1.64,0.7,2.27,0.45,19.32,151.55
2018,6,27,3.94,1.31,7.68,3,0.34,1.33,0.27,10.89,78.64
2018,6,28,5.57,3.7,7.9,2.95,0.48,1.92,0.38,15.17,112.02
2018,6,29,8.04,9.46,8.2,1.5,0.7,2.33,0.46,19.29,150.95
2018,6,30,8.04,9.49,8.11,1.44,0.7,2.34,0.46,19.44,152.45
2018,7,1,6.51,4.59,7.85,3.68,0.56,1.96,0.39,15.77,123.97
2018,7,2,7.75,8.93,7.88,1.43,0.67,2.32,0.45,18.45,146.23
2018,7,3,6.12,4.71,7.49,2.54,0.53,1.89,0.38,15.2,118.47
2018,7,4,5.7,3.4,7.64,3.07,0.49,1.91,0.38,15.02,113.03
2018,7,5,7.54,8.17,7.83,1.71,0.66,2.45,0.48,18.76,145.88
2018,7,6,2.11,0.83,7.6,1.61,0.19,0.79,0.16,6.66,45.77
2018,7,7,8.55,10.99,8.7,1.2,0.75,2.48,0.49,20.25,157.07
2018,7,8,8.57,11.37,8.58,0.94,0.75,2.25,0.45,20.18,157.47
2018,7,9,8.03,9.16,8.14,1.62,0.7,2.3,0.45,18.85,148.2
2018,7,10,8.27,10.35,8.27,1.13,0.73,2.44,0.48,19.62,153.4
2018,7,11,7.33,7.28,7.72,2.19,0.65,2.1,0.41,17.44,137.91
2018,7,12,7.16,7.29,7.88,1.9,0.63,1.92,0.38,17.7,136.48
2018,7,13,7.51,7.86,7.75,1.94,0.66,1.91,0.38,17.55,139.59
2018,7,14,7.39,7.49,7.58,2,0.66,2.04,0.41,17.58,139.69
2018,7,15,3.63,2.09,7.18,2.42,0.32,1.24,0.25,10.16,74.86
2018,7,16,7.37,7.85,7.55,1.75,0.66,2.09,0.41,18.01,141.95
2018,7,17,5.09,3.65,7.42,2.47,0.45,1.66,0.33,13.32,100.62
2018,7,18,7.66,8.29,8.13,1.94,0.68,2.24,0.45,18.71,144.2
2018,7,19,8.16,10.66,8.29,0.99,0.73,-999,0.44,19.49,151.65
2018,7,20,7.85,9.35,8.1,1.53,0.7,2.07,0.41,18.56,145.31
2018,7,21,5.87,4.73,7.99,2.78,0.53,1.8,0.36,15.27,114.02
2018,7,22,5.64,3.94,7.4,2.74,0.51,1.84,0.37,14.84,111.56
2018,7,23,5.94,4.85,7.52,2.56,0.54,1.98,0.4,15.95,119.28
2018,7,24,6.89,7.39,7.82,1.86,0.62,2.23,0.45,17.84,135.7
2018,7,25,3.37,1.08,7.36,2.59,0.3,1.29,0.26,10.34,71.51
2018,7,26,5.93,5.02,7.31,2.57,0.54,1.9,0.38,15.24,116.38
2018,7,27,6.2,5.04,7.3,2.6,0.57,1.88,0.38,15.53,119.76
2018,7,28,5.81,3.55,7.07,3.21,0.53,1.83,0.37,14.77,113.36
2018,7,29,6.01,4.21,7.47,3.31,0.55,1.74,0.35,14.7,114.18
2018,7,30,2.71,1.6,7.42,1.85,0.25,0.85,0.17,7.7,55.59
2018,7,31,6.92,7.2,7.38,2.41,0.64,2.08,0.41,17.16,133.38
2018,8,1,5.89,5.16,7.1,2.13,0.55,1.96,0.38,15.19,116.63
2018,8,2,6.67,6.6,7.26,2.04,0.62,-999,0.44,16.95,130.48
2018,8,3,6.23,5.57,7.3,2.38,0.59,2.12,0.41,16.17,123.3
2018,8,4,4.78,3.85,7.04,2.32,0.45,1.68,0.34,12.76,95.67
2018,8,5,7.16,8.15,7.22,1.6,0.68,2.12,0.41,17.02,135.12
2018,8,6,6.58,5.99,6.91,2.41,0.62,1.94,0.38,15.78,125.17
2018,8,7,6.51,6.05,6.96,2.24,0.62,1.91,0.38,15.66,123.94
2018,8,8,6.75,6.91,6.81,1.89,0.65,2,0.39,16.27,129.19
2018,8,9,6.43,6.28,7.04,1.97,0.62,2.03,0.4,16,123.77
2018,8,10,6.67,6.84,6.94,1.87,0.64,1.82,0.36,15.86,125.7
2018,8,11,1.61,0.61,5.89,1.24,0.16,0.52,0.1,4.7,34.22
2018,8,12,6.13,5.99,6.89,2.03,0.59,1.79,0.36,15.33,118.71
2018,8,13,2.65,1.96,6.78,1.51,0.26,0.91,0.18,7.63,54.71
2018,8,14,6.38,6.44,6.88,1.89,0.62,1.92,0.38,15.67,122.39
2018,8,15,6.7,7.23,6.72,1.72,0.66,1.8,0.36,15.78,125.87
2018,8,16,6.02,5.13,6.21,2.51,0.59,1.46,0.29,13.24,110.49
2018,8,17,5.26,3.5,6.34,3.04,0.52,1.45,0.29,12.84,101.7
2018,8,18,4.61,2.45,6.29,2.9,0.46,1.49,0.3,12.08,91.3
2018,8,19,1.64,0.7,6.38,1.23,0.16,0.68,0.13,5.38,35.71
2018,8,20,3.42,1.66,6,2.44,0.34,0.99,0.2,8.58,67.02
2018,8,21,5.55,4.6,6.01,2.4,0.56,-999,0.28,12.77,104.58
2018,8,22,5.47,5.47,6.47,1.86,0.56,-999,0.33,13.81,106.85
2018,8,23,6.54,7.52,6.74,1.57,0.67,1.67,0.34,15.21,120.86
2018,8,24,6.81,8.7,6.78,1.21,0.7,1.55,0.31,15.57,124.98
2018,8,25,5.69,4.76,6.64,2.65,0.59,1.51,0.3,13.33,105.38
2018,8,26,6.17,6.76,6.31,1.66,0.65,1.65,0.33,14.34,115.23
2018,8,27,5.43,3.98,5.86,2.79,0.57,1.39,0.27,12.42,102.26
2018,8,28,6.07,7.01,6.12,1.6,0.64,1.65,0.33,14.38,115.9
2018,8,29,6.16,7.47,6.21,1.46,0.66,1.68,0.34,14.7,118.02
2018,8,30,6.14,7.5,6.31,1.42,0.66,1.73,0.34,15.08,118.95
2018,8,31,2.55,1.06,6.07,1.87,0.27,0.95,0.19,7.76,53.29
2018,9,1,4.61,3.93,6.28,2.24,0.5,1.41,0.28,12.05,90.73
2018,9,2,5.71,6.45,6.17,1.7,0.62,1.56,0.31,14,110.4
2018,9,3,5.5,5.86,6.05,1.79,0.6,1.58,0.31,13.56,106.67
2018,9,4,5.89,7.05,5.98,1.49,0.66,1.62,0.32,14.12,113.06
2018,9,5,5.8,7.13,5.96,1.42,0.65,1.64,0.33,13.97,111.65
2018,9,6,5.6,6.07,5.91,1.68,0.63,1.61,0.32,13.66,108.19
2018,9,7,2.39,0.87,5.36,1.83,0.27,0.89,0.17,6.94,49.12
2018,9,8,1.82,0.67,5.6,1.4,0.21,0.79,0.15,5.72,38.52
2018,9,9,1.36,0.52,5.81,1.05,0.16,0.56,0.11,4.45,29.09
2018,9,10,1.34,0.59,5.45,0.97,0.16,0.57,0.11,4.38,28.89
2018,9,11,2.68,1.37,5.68,1.87,0.31,0.93,0.18,7.79,55.15
2018,9,12,2.76,1.06,5.58,2.11,0.32,1.01,0.2,8.11,56.8
2018,9,13,2.63,1.25,5.67,1.9,0.31,1,0.2,7.83,54.31
2018,9,14,3.34,2.12,5.7,2.07,0.4,1.18,0.23,9.29,67.12
2018,9,15,5.1,5.99,5.49,1.39,0.61,1.52,0.3,12.32,97.22
2018,9,16,5.82,8.58,5.82,0.9,0.7,1.62,0.32,13.5,108.88
2018,9,17,3.52,1.8,5.62,2.53,0.43,1.33,0.25,9.6,70.29
2018,9,18,2.33,1.17,5.24,1.61,0.29,1,0.19,6.81,48.04
2018,9,19,4.62,4.54,5.25,1.98,0.57,1.4,0.27,11.05,87.61
2018,9,20,3.92,2.77,5.28,2.34,0.49,1.16,0.23,9.76,75.16
2018,9,21,2.82,1.78,5.23,1.89,0.36,0.95,0.18,7.7,55.88
2018,9,22,4.27,3.98,5.53,1.87,0.54,1.28,0.25,10.73,81.89
2018,9,23,1.21,0.51,5.17,0.94,0.16,0.48,0.09,3.89,25.65
2018,9,24,3.19,1.29,5.15,2.45,0.41,1.03,0.2,8.48,61.87
2018,9,25,2.16,0.87,4.86,1.67,0.28,0.77,0.15,6.46,44.81
2018,9,26,3.53,2.82,4.97,2.03,0.46,1.01,0.2,9.08,69.16
2018,9,27,4.32,4.08,5.09,1.82,0.57,1.2,0.23,10.58,82.21
2018,9,28,1.71,0.98,4.94,1.23,0.23,0.61,0.12,5.1,34.99
2018,9,29,5.06,7.34,5.08,1.06,0.69,1.16,0.23,11.31,93.02
2018,9,30,4.99,6.97,5.02,1.09,0.68,1.13,0.23,11.34,92.83
2018,10,1,3.28,2.64,4.66,1.82,0.45,0.9,0.18,8.2,62.89
2018,10,2,3.66,2.96,4.66,1.99,0.51,0.95,0.19,8.94,69.65
2018,10,3,4.55,5.96,4.79,1.3,0.64,1.02,0.2,10.26,83.74
2018,10,4,3.66,3.4,4.56,1.77,0.52,0.88,0.17,8.86,69.66
2018,10,5,3.57,3.02,4.75,1.98,0.51,1.01,0.2,9.11,69.26
2018,10,6,1.89,0.99,4.42,1.39,0.27,0.65,0.12,5.49,38.27
2018,10,7,2.24,1.52,4.26,1.56,0.33,0.7,0.13,6.12,44.92
2018,10,8,0.91,0.59,4.3,0.67,0.13,0.34,0.06,2.85,18.77
2018,10,9,2.37,1.81,4.43,1.6,0.35,0.7,0.14,6.44,47.04
2018,10,10,2.98,2.99,4.43,1.61,0.45,0.83,0.16,7.61,58.09
2018,10,11,1.53,0.71,4.12,1.19,0.23,0.51,0.1,4.6,31.73
2018,10,12,4.25,5.66,4.62,1.41,0.65,1.05,0.21,9.67,77.95
2018,10,13,2.38,1.74,4.37,1.62,0.37,0.62,0.12,6.14,45.25
2018,10,14,2.49,1.53,4.45,1.73,0.39,0.62,0.12,6.37,47.27
2018,10,15,1.05,0.52,3.86,0.8,0.16,0.32,0.06,3.22,21.58
2018,10,16,3.63,2.7,4.63,2.34,0.58,0.9,0.17,8.48,66.12
2018,10,17,4.17,5.83,4.32,1.21,0.67,0.82,0.16,9,74.22
2018,10,18,4.45,7.76,4.52,0.85,0.73,0.73,0.15,9.38,78.55
2018,10,19,3.9,5.3,4.35,1.37,0.64,0.68,0.13,8.46,69.45
2018,10,20,2.65,2.27,3.91,1.73,0.45,0.57,0.12,6.48,49.77
2018,10,21,3.47,3.66,4.2,1.89,0.59,-999,0.12,7.8,62.51
2018,10,22,2.75,2.38,4.05,1.77,0.47,0.51,0.1,6.4,49.7
2018,10,23,3.45,4.54,3.87,1.35,0.59,0.56,0.12,7.4,61.71
2018,10,24,3.24,3.76,3.88,1.6,0.56,0.5,0.1,7.09,57.52
2018,10,25,3.96,6.39,3.91,1.03,0.7,0.54,0.11,8.1,69.02
2018,10,26,2.12,0.82,3.92,1.75,0.38,0.45,0.09,5.45,39.55
2018,10,27,1.03,0.65,3.58,0.77,0.19,0.27,0.05,3.06,20.59
2018,10,28,2.44,1.98,3.65,1.57,0.45,0.45,0.09,5.94,45.35
2018,10,29,2.32,2.64,3.62,1.28,0.43,0.4,0.08,5.47,42.67
2018,10,30,3.77,6.69,3.73,0.84,0.7,0.52,0.1,7.78,66.32
2018,10,31,3.46,5.68,3.48,0.99,0.65,0.51,0.1,7.23,62.23
2018,11,1,3.2,4.26,3.27,1.25,0.61,0.54,0.11,6.95,58.56
2018,11,2,0.95,0.47,3.12,0.77,0.18,0.28,0.05,2.84,18.98
2018,11,3,2.91,3.96,3.37,1.19,0.56,0.55,0.11,6.47,52.92
2018,11,4,3.67,7.66,3.63,0.59,0.72,0.52,0.1,7.37,64.31
2018,11,5,0.54,0.42,3,0.39,0.11,0.12,0.02,1.57,10.54
2018,11,6,0.55,0.36,3.07,0.42,0.11,0.12,0.02,1.66,10.98
2018,11,7,3.38,6.45,3.42,0.75,0.69,0.49,0.1,7.08,60.75
2018,11,8,3.09,4.09,3.46,1.47,0.63,0.52,0.1,6.6,54.95
2018,11,9,1.16,0.87,3.01,0.88,0.24,0.27,0.05,3.09,22.1
2018,11,10,2.96,4.87,3.39,1.1,0.62,0.52,0.1,6.2,52.06
2018,11,11,3.36,6.91,3.31,0.65,0.71,0.45,0.09,6.54,57.9
2018,11,12,2.52,2.71,3.13,1.46,0.54,0.43,0.09,5.5,45.27
2018,11,13,0.93,0.48,2.94,0.75,0.2,0.22,0.05,2.67,18.38
2018,11,14,2.91,4.2,3.3,1.21,0.63,0.41,0.09,6.05,50.84
2018,11,15,0.47,0.28,2.89,0.36,0.1,0.1,0.02,1.39,9.11
2018,11,16,2.34,2.85,2.9,1.21,0.52,0.41,0.09,5.08,42.01
2018,11,17,2.24,3.11,3.04,1.06,0.51,0.33,0.07,4.92,40.15
2018,11,18,1.46,0.6,2.88,1.22,0.33,0.23,0.05,3.7,27.01
2018,11,19,2.01,1.44,2.6,1.44,0.46,0.27,0.05,4.41,36.07
2018,11,20,1.22,0.99,2.41,0.85,0.28,0.18,0.04,2.82,21.88
2018,11,21,1.99,2.79,2.81,1.08,0.47,0.24,0.05,4.29,35.28
2018,11,22,3.06,6.23,3.06,0.74,0.73,0.31,0.06,5.8,51.42
2018,11,23,3.02,6.8,3.04,0.51,0.72,0.3,0.06,5.71,51.09
2018,11,24,1.33,1,2.69,0.97,0.32,0.21,0.05,3.27,24.45
2018,11,25,2.33,3.44,2.67,1.03,0.57,0.29,0.05,4.97,42
2018,11,26,0.77,0.42,2.49,0.62,0.19,0.13,0.02,2.17,14.97
2018,11,27,1.73,1.59,2.59,1.16,0.43,0.24,0.05,3.94,31.07
2018,11,28,1.68,1.35,2.6,1.2,0.41,0.23,0.05,3.76,29.7
2018,11,29,2.29,3.63,2.72,1.04,0.58,0.23,0.05,4.77,40.44
2018,11,30,0.8,0.64,2.56,0.6,0.2,0.13,0.02,2.14,15.09
2018,12,1,2.24,3.27,2.64,1.12,0.57,0.29,0.05,4.67,39.72
2018,12,2,1,0.89,2.36,0.74,0.26,0.19,0.04,2.7,19.55
2018,12,3,2.22,3.59,2.55,0.91,0.57,0.27,0.05,4.61,39.52
2018,12,4,2.52,5,2.63,0.88,0.66,0.26,0.05,4.93,43.45
2018,12,5,1.5,1.6,2.62,1,0.39,0.19,0.04,3.45,26.94
2018,12,6,2.04,2.7,2.63,1.12,0.54,0.21,0.05,4.23,35.57
2018,12,7,2.63,5.95,2.64,0.64,0.7,0.23,0.05,4.89,44.38
2018,12,8,2.43,5.46,2.62,0.61,0.64,0.21,0.04,4.57,40.94
2018,12,9,1.34,0.58,2.63,1.16,0.36,0.18,0.04,3.33,24.43
2018,12,10,2.6,6.31,2.6,0.53,0.7,0.25,0.05,4.86,44.1
2018,12,11,2.12,3.77,2.3,0.82,0.57,0.22,0.05,4.11,35.8
2018,12,12,1.85,2.83,2.43,0.82,0.5,0.19,0.04,3.73,31.47
2018,12,13,0.81,0.75,2.26,0.58,0.22,0.11,0.02,2,14.62
2018,12,14,1.21,0.54,2.3,1.04,0.33,0.16,0.03,3.08,22.56
2018,12,15,0.5,0.35,2.3,0.4,0.13,0.09,0.02,1.45,9.7
2018,12,16,0.34,0.31,2.19,0.26,0.09,0.05,0.01,1,6.58
2018,12,17,1.63,2.05,2.39,0.97,0.45,0.18,0.04,3.52,28.96
2018,12,18,2.6,5.79,2.56,0.66,0.71,0.22,0.04,4.87,44.04
2018,12,19,2.31,4.35,2.54,0.85,0.63,0.21,0.04,4.5,39.77
2018,12,20,1.09,0.59,2.38,0.9,0.3,0.14,0.03,2.66,19.89
2018,12,21,0.42,0.4,2.13,0.32,0.12,0.06,0.02,1.24,8.32
2018,12,22,1.66,1.96,2.28,1.02,0.45,0.18,0.04,3.65,29.66
2018,12,23,2.47,5.77,2.44,0.56,0.67,0.23,0.05,4.66,42.45
2018,12,24,1.03,0.94,2.31,0.72,0.28,0.12,0.02,2.4,18.31
2018,12,25,2.29,4.71,2.53,0.74,0.62,0.21,0.04,4.45,39.58
2018,12,26,2.14,3.84,2.49,0.88,0.58,0.2,0.04,4.33,37.48
2018,12,27,2.35,4.96,2.45,0.69,0.64,0.23,0.05,4.57,40.81
2018,12,28,0.44,0.34,2.2,0.33,0.12,0.08,0.02,1.3,8.55
2018,12,29,2.36,4.65,2.47,0.79,0.64,0.27,0.05,4.65,41.09
2018,12,30,1.05,0.97,2.43,0.75,0.28,0.16,0.03,2.55,18.95
2018,12,31,0.92,0.75,2.3,0.73,0.25,0.12,0.02,2.33,17.16
2019,1,1,1.6,2.15,2.49,0.85,0.43,0.24,0.05,3.64,29.12
2019,1,2,2.01,1.51,2.62,1.48,0.53,0.29,0.06,4.38,35.99
2019,1,3,1.63,1.54,2.48,1.14,0.43,0.23,0.05,3.78,29.37
2019,1,4,1.82,1.15,2.59,1.43,0.48,0.23,0.05,4.12,32.95
2019,1,5,0.45,0.45,2.26,0.32,0.12,0.08,0.02,1.27,8.75
2019,1,6,1.58,2.78,2.58,0.67,0.41,0.21,0.05,3.4,27.93
2019,1,7,2.44,3.77,2.72,1.11,0.63,0.3,0.06,4.94,42.48
2019,1,8,0.95,0.63,2.44,0.76,0.24,0.23,0.05,2.55,18.02
2019,1,9,2.36,4.33,2.7,0.86,0.6,0.35,0.07,4.79,41.32
2019,1,10,1.61,1.14,2.64,1.24,0.41,0.21,0.05,3.77,29.02
2019,1,11,2.83,5.86,2.81,0.74,0.71,0.24,0.05,5.35,47.76
2019,1,12,2.39,3.11,2.8,1.28,0.59,0.25,0.05,4.9,41.62
2019,1,13,1.85,2.23,2.71,1.07,0.46,0.22,0.05,4.19,33.62
2019,1,14,2.09,3.42,2.89,0.92,0.52,0.22,0.05,4.33,36
2019,1,15,2.78,5.35,2.87,0.86,0.68,0.27,0.05,5.32,47.1
2019,1,16,1.21,1.14,2.7,0.85,0.3,0.15,0.03,2.84,21.33
2019,1,17,2.53,3.53,2.94,1.23,0.61,0.26,0.05,5.12,43.49
2019,1,18,1.45,1.16,2.79,1.05,0.34,0.22,0.05,3.52,26.3
2019,1,19,1.35,0.93,2.76,1.03,0.32,0.21,0.04,3.23,24.21
2019,1,20,0.74,0.46,2.69,0.6,0.17,0.14,0.03,2.17,14.54
2019,1,21,2.21,1.76,3.08,1.57,0.51,0.26,0.05,4.8,37.68
2019,1,22,3.17,6.38,3.22,0.74,0.73,0.31,0.06,6.07,53.49
2019,1,23,1.34,0.98,2.95,1,0.3,0.23,0.05,3.4,24.98
2019,1,24,0.49,0.4,2.83,0.36,0.11,0.12,0.02,1.45,9.45
2019,1,25,2.87,5.01,3.15,0.95,0.63,0.34,0.07,5.7,49.24
2019,1,26,2.99,5.6,3.09,0.87,0.66,0.3,0.06,5.6,50.05
2019,1,27,2.64,3.59,3.15,1.27,0.57,0.29,0.05,5.54,46.17
2019,1,28,2.24,1.3,3.42,1.75,0.48,0.27,0.05,5.15,39.71
2019,1,29,0.79,0.42,3.08,0.63,0.17,0.15,0.03,2.28,15.23
2019,1,30,3.29,6.25,3.41,0.73,0.7,0.34,0.07,6.37,55.25
2019,1,31,3.39,6.19,3.56,0.91,0.71,0.34,0.06,6.44,55.82
2019,2,1,2.25,1.45,3.35,1.73,0.46,0.23,0.05,5.03,39.74
2019,2,2,3,3.65,3.43,1.55,0.61,0.3,0.05,6.21,52.32
2019,2,3,3.09,4.57,3.28,1.25,0.62,0.34,0.07,6.27,53.85
2019,2,4,3.25,5.35,3.27,0.99,0.65,0.42,0.09,6.57,56.71
2019,2,5,3.14,5.2,3.4,0.94,0.62,0.54,0.11,6.76,57.04
2019,2,6,2.79,3.29,3.54,1.47,0.55,0.6,0.12,6.31,50.88
2019,2,7,1.46,0.94,3.33,1.08,0.28,0.38,0.08,3.95,28.37
2019,2,8,1.36,1.25,3.38,0.85,0.26,0.36,0.07,3.48,25.76
2019,2,9,4.02,7.71,4.03,0.68,0.76,0.69,0.14,8.05,68.78
2019,2,10,3.44,4.75,3.84,1.53,0.64,0.55,0.11,7.09,59.87
2019,2,11,1.81,0.78,3.6,1.46,0.34,0.44,0.09,4.75,34.39
2019,2,12,0.79,0.42,3.67,0.61,0.14,0.22,0.05,2.4,15.8
2019,2,13,3,4.08,3.97,1.21,0.54,0.57,0.12,6.53,52.87
2019,2,14,3.8,5.78,3.99,1.05,0.68,0.47,0.09,7.9,66.49
2019,2,15,1.7,1.29,3.69,1.12,0.3,0.27,0.05,4.27,31.8
2019,2,16,4.12,7.07,4.13,0.87,0.72,0.53,0.1,8.42,71.18
2019,2,17,3.3,4.97,4.26,1.23,0.57,0.46,0.09,7.21,58.38
2019,2,18,1.65,1.09,3.93,1.17,0.28,0.34,0.07,4.21,30.55
2019,2,19,4.41,7.4,4.5,1.02,0.74,0.68,0.14,8.99,75.9
2019,2,20,0.9,0.41,4.3,0.71,0.15,0.23,0.05,2.77,18.13
2019,2,21,3.97,5.34,4.1,1.39,0.66,0.72,0.14,8.37,70.02
2019,2,22,2.68,1.12,4.36,2.17,0.44,0.67,0.13,6.57,49.39
2019,2,23,2.64,1.56,4.45,1.78,0.42,0.67,0.13,6.48,48.92
2019,2,24,1.06,0.7,4.11,0.76,0.17,0.33,0.06,3.11,21.25
2019,2,25,4.4,6.33,4.71,1.35,0.7,0.84,0.17,9.37,76.38
2019,2,26,4.61,7.37,4.66,1.02,0.72,0.72,0.14,9.7,80.82
2019,2,27,2.74,1.41,4.39,2.09,0.42,0.55,0.11,6.5,49.63
2019,2,28,4.27,5.72,4.76,1.39,0.65,0.69,0.14,9,74.01
2019,3,1,1.85,0.78,4.38,1.48,0.28,0.48,0.09,5.02,35.43
2019,3,2,2.29,1.39,4.63,1.71,0.34,0.52,0.1,6.09,43.68
2019,3,3,3.12,2.16,4.41,2.05,0.46,0.51,0.1,7.07,56.17
2019,3,4,3.44,3.68,4.89,1.61,0.5,0.72,0.15,7.99,62.03
2019,3,5,4.94,6.69,5.1,1.51,0.72,0.74,0.15,10.21,84.22
2019,3,6,3.74,3.95,5.3,1.85,0.54,0.53,0.11,8.23,64.2
2019,3,7,3.86,3.94,5.08,1.84,0.55,0.49,0.1,8.35,66.15
2019,3,8,4.06,2.97,5.24,2.71,0.57,0.56,0.12,9.09,71.89
2019,3,9,5.08,7.15,5.17,1.19,0.7,0.67,0.13,10.59,87.8
2019,3,10,1.03,0.55,4.97,0.77,0.14,0.24,0.05,3.19,21.05
2019,3,11,5.14,7.3,5.31,1.15,0.7,0.94,0.19,11.02,90.66
